Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude
10-Mar-23,,green,,,THE SON,https://likeaword.github.io/borderlines2023/img/FILM2023-58.jpg,"10 Mar, Starts:20:00. Ends: 22:03 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
10-Mar-23,,purple,,,ERIC RAVILIOUS - DRAWN TO WAR + MARGY KINMONTH,https://likeaword.github.io/borderlines2023/img/FILM2023-30.jpg,"10 Mar, Starts:20:00. Ends: 21:48 approx. Theme: other",Presteigne Screen,52.2734231,-3.0084255
11-Mar-23,,purple,,,BROKER,https://likeaword.github.io/borderlines2023/img/FILM2023-14.jpg,"11 Mar, Starts:11:15. Ends: 13:24 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
11-Mar-23,,purple,,,LUNANA: A YAK IN THE CLASSROOM,https://likeaword.github.io/borderlines2023/img/FILM2023-42.jpg,"11 Mar, Starts:13:00. Ends: 14:29 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
11-Mar-23,,brown,,,GODLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-33.jpg,"11 Mar, Starts:13:15. Ends: 15:38 approx. Theme: Land",Malvern Theatres,52.1103897,-2.3291562
11-Mar-23,,purple,,,WHAT'S LOVE GOT TO DO WITH IT?,https://likeaword.github.io/borderlines2023/img/FILM2023-64.jpg,"11 Mar, Starts:14:00. Ends: 15:48 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
11-Mar-23,,purple,,,"MY SAILOR, MY LOVE",https://likeaword.github.io/borderlines2023/img/FILM2023-47.jpg,"11 Mar, Starts:14:00. Ends: 15:43 approx. Theme: other",Ludlow Assembly Rooms,52.3671434,-2.7229135
11-Mar-23,,purple,,,EO,https://likeaword.github.io/borderlines2023/img/FILM2023-29.jpg,"11 Mar, Starts:14:30. Ends: 15:58 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
11-Mar-23,,cyan,,,AU BONHEUR DES DAMES - SILENT + LIVE MUSIC,https://likeaword.github.io/borderlines2023/img/FILM2023-7.jpg,"11 Mar, Starts:17:00. Ends: 18:30 approx. Theme: Alors…",Malvern Theatres,52.1103897,-2.3291562
11-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"11 Mar, Starts:17:00. Ends: 18:44 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
11-Mar-23,,orange,,,MY IMAGINARY COUNTRY,https://likeaword.github.io/borderlines2023/img/FILM2023-46.jpg,"11 Mar, Starts:17:30. Ends: 18:53 approx. Theme: South America",Hay Booth's Bookshop Cinema,52.07510305,-3.124859035
11-Mar-23,,yellow,,,BLUE JEAN,https://likeaword.github.io/borderlines2023/img/FILM2023-12.jpg,"11 Mar, Starts:17:30. Ends: 19:07 approx. Theme: LGBTQ+",The Courtyard Hereford,52.0610499,-2.7209511
11-Mar-23,,purple,,,LIVING,https://likeaword.github.io/borderlines2023/img/FILM2023-40.jpg,"11 Mar, Starts:19:30. Ends: 20:52 approx. Theme: other","Eye, Cawley Hall*",52.2710853,-2.7467118
11-Mar-23,,green,,,THE SON,https://likeaword.github.io/borderlines2023/img/FILM2023-58.jpg,"11 Mar, Starts:19:30. Ends: 21:33 approx. Theme: Ties That Bind",Ludlow Assembly Rooms,52.3671434,-2.7229135
11-Mar-23,,red,,,ALL THE BEAUTY AND THE BLOODSHED,https://likeaword.github.io/borderlines2023/img/FILM2023-4.jpg,"11 Mar, Starts:19:30. Ends: 21:26 approx. Theme: Talking Back","Oswestry, Kinokulture",52.86067035,-3.056271217
11-Mar-23,,purple,,,RODEO,https://likeaword.github.io/borderlines2023/img/FILM2023-56.jpg,"11 Mar, Starts:19:45. Ends: 21:31 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
11-Mar-23,,purple,,,INLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-36.jpg,"11 Mar, Starts:19:45. Ends: 21:07 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
11-Mar-23,,purple,,,RODEO,https://likeaword.github.io/borderlines2023/img/FILM2023-56.jpg,"11 Mar, Starts:20:00. Ends: 21:46 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
12-Mar-23,,purple,,,WHAT'S LOVE GOT TO DO WITH IT?,https://likeaword.github.io/borderlines2023/img/FILM2023-64.jpg,"12 Mar, Starts:11:00. Ends: 12:48 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,purple,,,LUNANA: A YAK IN THE CLASSROOM,https://likeaword.github.io/borderlines2023/img/FILM2023-42.jpg,"12 Mar, Starts:11:30. Ends: 12:59 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,brown,,,ALCARRÀS,https://likeaword.github.io/borderlines2023/img/FILM2023-3.jpg,"12 Mar, Starts:13:30. Ends: 15:30 approx. Theme: Land",Malvern Theatres,52.1103897,-2.3291562
12-Mar-23,,green,,,THE SON,https://likeaword.github.io/borderlines2023/img/FILM2023-58.jpg,"12 Mar, Starts:14:00. Ends: 16:03 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,purple,,,ONE FINE MORNING,https://likeaword.github.io/borderlines2023/img/FILM2023-50.jpg,"12 Mar, Starts:14:00. Ends: 15:52 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
12-Mar-23,,purple,,,"MY SAILOR, MY LOVE",https://likeaword.github.io/borderlines2023/img/FILM2023-47.jpg,"12 Mar, Starts:14:00. Ends: 15:43 approx. Theme: other","Oswestry, Kinokulture",52.86067035,-3.056271217
12-Mar-23,,purple,,,CREATURE,https://likeaword.github.io/borderlines2023/img/FILM2023-24.jpg,"12 Mar, Starts:14:15. Ends: 15:42 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,brown,,,RETURN TO DUST,https://likeaword.github.io/borderlines2023/img/FILM2023-55.jpg,"12 Mar, Starts:14:30. Ends: 16:44 approx. Theme: Land","Bromyard, Conquest Theatre",52.1907507,-2.5108662
12-Mar-23,,cyan,,,ALPHAVILLE,https://likeaword.github.io/borderlines2023/img/FILM2023-6.jpg,"12 Mar, Starts:16:30. Ends: 18:09 approx. Theme: Alors...",Malvern Theatres,52.1103897,-2.3291562
12-Mar-23,,yellow,,,THE BLUE CAFTAN,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"12 Mar, Starts:17:00. Ends: 18:58 approx. Theme: LGBTQ+",Hay Booth's Bookshop Cinema,52.07510305,-3.124859035
12-Mar-23,,purple,,,EO,https://likeaword.github.io/borderlines2023/img/FILM2023-29.jpg,"12 Mar, Starts:17:00. Ends: 18:28 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,green,,,THE WHALE,https://likeaword.github.io/borderlines2023/img/FILM2023-63.jpg,"12 Mar, Starts:17:00. Ends: 18:57 approx. Theme: Ties That Bind",Malvern Theatres,52.1103897,-2.3291562
12-Mar-23,,purple,,,ONE FINE MORNING,https://likeaword.github.io/borderlines2023/img/FILM2023-50.jpg,"12 Mar, Starts:17:30. Ends: 19:22 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,green,,,MOTHER AND SON,https://likeaword.github.io/borderlines2023/img/FILM2023-45.jpg,"12 Mar, Starts:19:30. Ends: 21:26 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,purple,,,THE BANSHEES OF INISHERIN,https://likeaword.github.io/borderlines2023/img/FILM2023-8.jpg,"12 Mar, Starts:19:30. Ends: 21:24 approx. Theme: other",Ledbury Market Theatre,52.03619018,-2.425489256
12-Mar-23,,purple,,,DECISION TO LEAVE,https://likeaword.github.io/borderlines2023/img/FILM2023-25.jpg,"12 Mar, Starts:19:30. Ends: 21:49 approx. Theme: other","Ross, St Mary's Church Hall*",51.9135119,-2.5880407
12-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"12 Mar, Starts:19:45. Ends: 21:29 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
12-Mar-23,,purple,,,BROKER,https://likeaword.github.io/borderlines2023/img/FILM2023-14.jpg,"12 Mar, Starts:20:00. Ends: 22:09 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
12-Mar-23,,purple,,,EO,https://likeaword.github.io/borderlines2023/img/FILM2023-29.jpg,"12 Mar, Starts:20:00. Ends: 21:28 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
13-Mar-23,,green,,,THE SON,https://likeaword.github.io/borderlines2023/img/FILM2023-58.jpg,"13 Mar, Starts:11:00. Ends: 13:03 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,CREATURE,https://likeaword.github.io/borderlines2023/img/FILM2023-24.jpg,"13 Mar, Starts:11:15. Ends: 12:42 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,ONE FINE MORNING,https://likeaword.github.io/borderlines2023/img/FILM2023-50.jpg,"13 Mar, Starts:14:00. Ends: 15:52 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,green,,,THE SON (captioned),https://likeaword.github.io/borderlines2023/img/FILM2023-58.jpg,"13 Mar, Starts:14:00. Ends: 16:03 approx. Theme: Ties That Bind",Ludlow Assembly Rooms,52.3671434,-2.7229135
13-Mar-23,,green,,,MOTHER AND SON,https://likeaword.github.io/borderlines2023/img/FILM2023-45.jpg,"13 Mar, Starts:14:30. Ends: 16:26 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,THE SILENT TWINS,https://likeaword.github.io/borderlines2023/img/FILM2023-57.jpg,"13 Mar, Starts:16:30. Ends: 18:23 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
13-Mar-23,,purple,,,ALLELUJAH,https://likeaword.github.io/borderlines2023/img/FILM2023-5.jpg,"13 Mar, Starts:17:00. Ends: 18:39 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"13 Mar, Starts:17:00. Ends: 18:44 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
13-Mar-23,,purple,,,LA SYNDICALISTE,https://likeaword.github.io/borderlines2023/img/FILM2023-37.jpg,"13 Mar, Starts:17:15. Ends: 19:16 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,FOOLISH WIVES - SILENT+ LIVE MUSIC,https://likeaword.github.io/borderlines2023/img/FILM2023-31.jpg,"13 Mar, Starts:19:30. Ends: 21:57 approx. Theme: other",Ludlow Assembly Rooms,52.3671434,-2.7229135
13-Mar-23,,orange,,,1976,https://likeaword.github.io/borderlines2023/img/FILM2023-1.jpg,"13 Mar, Starts:19:45. Ends: 21:20 approx. Theme: South America",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,CLOSE,https://likeaword.github.io/borderlines2023/img/FILM2023-21.jpg,"13 Mar, Starts:19:45. Ends: 21:30 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
13-Mar-23,,purple,,,WHAT'S LOVE GOT TO DO WITH IT?,https://likeaword.github.io/borderlines2023/img/FILM2023-64.jpg,"13 Mar, Starts:20:00. Ends: 21:48 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
13-Mar-23,,purple,,,RODEO,https://likeaword.github.io/borderlines2023/img/FILM2023-56.jpg,"13 Mar, Starts:20:00. Ends: 21:46 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
14-Mar-23,,purple,,,CORSAGE,https://likeaword.github.io/borderlines2023/img/FILM2023-22.jpg,"14 Mar, Starts:11:00. Ends: 12:53 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,orange,,,CHARCOAL,https://likeaword.github.io/borderlines2023/img/FILM2023-20.jpg,"14 Mar, Starts:11:15. Ends: 13:02 approx. Theme: South America",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,purple,,,WHAT'S LOVE GOT TO DO WITH IT?,https://likeaword.github.io/borderlines2023/img/FILM2023-64.jpg,"14 Mar, Starts:14:00. Ends: 15:48 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,brown,,,UNDER THE FIG TREES,https://likeaword.github.io/borderlines2023/img/FILM2023-61.jpg,"14 Mar, Starts:14:15. Ends: 15:47 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,green,,,MOTHER AND SON,https://likeaword.github.io/borderlines2023/img/FILM2023-45.jpg,"14 Mar, Starts:16:30. Ends: 18:26 approx. Theme: Ties That Bind",Malvern Theatres,52.1103897,-2.3291562
14-Mar-23,,purple,,,BROKER,https://likeaword.github.io/borderlines2023/img/FILM2023-14.jpg,"14 Mar, Starts:17:00. Ends: 19:09 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,purple,,,ALLELUJAH,https://likeaword.github.io/borderlines2023/img/FILM2023-5.jpg,"14 Mar, Starts:17:00. Ends: 18:39 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
14-Mar-23,,purple,,,BRAINWASHED: SEX-CAMERA-POWER,https://likeaword.github.io/borderlines2023/img/FILM2023-13.jpg,"14 Mar, Starts:17:30. Ends: 19:17 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,purple,,,MOONAGE DAYDREAM,https://likeaword.github.io/borderlines2023/img/FILM2023-44.jpg,"14 Mar, Starts:19:30. Ends: 21:45 approx. Theme: other","Bromyard, Conquest Theatre",52.1907507,-2.5108662
14-Mar-23,,red,,,ALL THE BEAUTY AND THE BLOODSHED,https://likeaword.github.io/borderlines2023/img/FILM2023-4.jpg,"14 Mar, Starts:19:30. Ends: 21:26 approx. Theme: Talking Back",Ludlow Assembly Rooms,52.3671434,-2.7229135
14-Mar-23,,purple,,,THE QUIET GIRL,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"14 Mar, Starts:19:30. Ends: 21:05 approx. Theme: other","Michaelchurch Escley, Escleyside Hall",52.0130651,-3.0094486
14-Mar-23,,purple,,,ALLELUJAH,https://likeaword.github.io/borderlines2023/img/FILM2023-5.jpg,"14 Mar, Starts:19:30. Ends: 21:09 approx. Theme: other","Oswestry, Kinokulture",52.86067035,-3.056271217
14-Mar-23,,brown,,,THE EIGHT MOUNTAINS,https://likeaword.github.io/borderlines2023/img/FILM2023-27.jpg,"14 Mar, Starts:19:45. Ends: 22:12 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,red,,,ALL THE BEAUTY AND THE BLOODSHED,https://likeaword.github.io/borderlines2023/img/FILM2023-4.jpg,"14 Mar, Starts:19:45. Ends: 21:41 approx. Theme: Talking Back",Malvern Theatres,52.1103897,-2.3291562
14-Mar-23,,purple,,,THE SILENT TWINS (captioned),https://likeaword.github.io/borderlines2023/img/FILM2023-57.jpg,"14 Mar, Starts:20:00. Ends: 21:53 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
14-Mar-23,,green,,,THE WHALE,https://likeaword.github.io/borderlines2023/img/FILM2023-63.jpg,"14 Mar, Starts:20:00. Ends: 21:57 approx. Theme: Ties That Bind",Malvern Theatres,52.1103897,-2.3291562
15-Mar-23,,orange,,,THE COW WHO SANG A SONG INTO THE FUTURE,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"15 Mar, Starts:11:00. Ends: 12:38 approx. Theme: South America",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,purple,,,BROKER,https://likeaword.github.io/borderlines2023/img/FILM2023-14.jpg,"15 Mar, Starts:11:15. Ends: 13:24 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,purple,,,BUTCHER'S CROSSING,https://likeaword.github.io/borderlines2023/img/FILM2023-16.jpg,"15 Mar, Starts:14:00. Ends: 15:45 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,orange,,,1976,https://likeaword.github.io/borderlines2023/img/FILM2023-1.jpg,"15 Mar, Starts:14:30. Ends: 16:05 approx. Theme: South America",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,orange,,,1976,https://likeaword.github.io/borderlines2023/img/FILM2023-1.jpg,"15 Mar, Starts:16:30. Ends: 18:05 approx. Theme: South America",Malvern Theatres,52.1103897,-2.3291562
15-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"15 Mar, Starts:17:00. Ends: 18:44 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
15-Mar-23,,purple,,,ALLELUJAH,https://likeaword.github.io/borderlines2023/img/FILM2023-5.jpg,"15 Mar, Starts:17:15. Ends: 18:54 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,purple,,,LUNANA: A YAK IN THE CLASSROOM,https://likeaword.github.io/borderlines2023/img/FILM2023-42.jpg,"15 Mar, Starts:17:30. Ends: 18:59 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,purple,,,LIVING,https://likeaword.github.io/borderlines2023/img/FILM2023-40.jpg,"15 Mar, Starts:19:30. Ends: 20:52 approx. Theme: other",Bedstone & Hopton Castle Village Hall*,52.37653777,-2.9282624
15-Mar-23,,green,,,THE SON,https://likeaword.github.io/borderlines2023/img/FILM2023-58.jpg,"15 Mar, Starts:19:30. Ends: 21:33 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,purple,,,THE QUIET GIRL,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"15 Mar, Starts:19:30. Ends: 21:05 approx. Theme: other",Ledbury Market Theatre,52.03619018,-2.425489256
15-Mar-23,,purple,,,ALLELUJAH,https://likeaword.github.io/borderlines2023/img/FILM2023-5.jpg,"15 Mar, Starts:19:30. Ends: 21:09 approx. Theme: other",Ludlow Assembly Rooms,52.3671434,-2.7229135
15-Mar-23,,purple,,,ONE FINE MORNING,https://likeaword.github.io/borderlines2023/img/FILM2023-50.jpg,"15 Mar, Starts:19:30. Ends: 21:22 approx. Theme: other","Oswestry, Kinokulture",52.86067035,-3.056271217
15-Mar-23,,purple,,,CLOSE,https://likeaword.github.io/borderlines2023/img/FILM2023-21.jpg,"15 Mar, Starts:19:45. Ends: 21:30 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
15-Mar-23,,purple,,,RODEO,https://likeaword.github.io/borderlines2023/img/FILM2023-56.jpg,"15 Mar, Starts:20:00. Ends: 21:46 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
15-Mar-23,,purple,,,EO,https://likeaword.github.io/borderlines2023/img/FILM2023-29.jpg,"15 Mar, Starts:20:00. Ends: 21:28 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
16-Mar-23,,purple,,,WHAT'S LOVE GOT TO DO WITH IT? (captioned),https://likeaword.github.io/borderlines2023/img/FILM2023-64.jpg,"16 Mar, Starts:11:00. Ends: 12:48 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,CAIRO CONSPIRACY (aka BOY FROM HEAVEN),https://likeaword.github.io/borderlines2023/img/FILM2023-17.jpg,"16 Mar, Starts:11:30. Ends: 13:36 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,BROKER,https://likeaword.github.io/borderlines2023/img/FILM2023-14.jpg,"16 Mar, Starts:14:00. Ends: 16:09 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,BUTCHER'S CROSSING,https://likeaword.github.io/borderlines2023/img/FILM2023-16.jpg,"16 Mar, Starts:14:00. Ends: 15:45 approx. Theme: other",Ludlow Assembly Rooms,52.3671434,-2.7229135
16-Mar-23,,purple,,,BUCK AND THE PREACHER,https://likeaword.github.io/borderlines2023/img/FILM2023-15.jpg,"16 Mar, Starts:14:30. Ends: 16:12 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,WOMEN TALKING (captioned),https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"16 Mar, Starts:16:30. Ends: 18:14 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
16-Mar-23,,purple,,,ONE FINE MORNING,https://likeaword.github.io/borderlines2023/img/FILM2023-50.jpg,"16 Mar, Starts:17:00. Ends: 18:52 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
16-Mar-23,,green,,,OTHER PEOPLE'S CHILDREN,https://likeaword.github.io/borderlines2023/img/FILM2023-52.jpg,"16 Mar, Starts:17:15. Ends: 18:58 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,CLOSE,https://likeaword.github.io/borderlines2023/img/FILM2023-21.jpg,"16 Mar, Starts:17:30. Ends: 19:15 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,LUNANA: A YAK IN THE CLASSROOM,https://likeaword.github.io/borderlines2023/img/FILM2023-42.jpg,"16 Mar, Starts:19:30. Ends: 20:59 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,purple,,,THE BANSHEES OF INISHERIN,https://likeaword.github.io/borderlines2023/img/FILM2023-8.jpg,"16 Mar, Starts:19:30. Ends: 21:24 approx. Theme: other",Leintwardine Community Centre,52.36163305,-2.876850244
16-Mar-23,,purple,,,THE SILENT TWINS,https://likeaword.github.io/borderlines2023/img/FILM2023-57.jpg,"16 Mar, Starts:19:30. Ends: 21:23 approx. Theme: other",Ludlow Assembly Rooms,52.3671434,-2.7229135
16-Mar-23,,purple,,,LIVING,https://likeaword.github.io/borderlines2023/img/FILM2023-40.jpg,"16 Mar, Starts:19:30. Ends: 20:52 approx. Theme: other",Much Birch Community Hall,51.97136427,-2.723723846
16-Mar-23,,brown,,,GODLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-33.jpg,"16 Mar, Starts:19:30. Ends: 21:53 approx. Theme: Land","Oswestry, Kinokulture",52.86067035,-3.056271217
16-Mar-23,,purple,,,ALLELUJAH,https://likeaword.github.io/borderlines2023/img/FILM2023-5.jpg,"16 Mar, Starts:19:45. Ends: 21:24 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
16-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"16 Mar, Starts:20:00. Ends: 21:44 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
16-Mar-23,,green,,,MOTHER AND SON,https://likeaword.github.io/borderlines2023/img/FILM2023-45.jpg,"16 Mar, Starts:20:00. Ends: 21:56 approx. Theme: Ties That Bind",Malvern Theatres,52.1103897,-2.3291562
17-Mar-23,,brown,,,UNDER THE FIG TREES,https://likeaword.github.io/borderlines2023/img/FILM2023-61.jpg,"17 Mar, Starts:11:00. Ends: 12:32 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
17-Mar-23,,purple,,,NOSTALGIA,https://likeaword.github.io/borderlines2023/img/FILM2023-49.jpg,"17 Mar, Starts:14:00. Ends: 15:57 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
17-Mar-23,,purple,,,RODEO,https://likeaword.github.io/borderlines2023/img/FILM2023-56.jpg,"17 Mar, Starts:16:30. Ends: 18:16 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
17-Mar-23,,purple,,,BUTCHER'S CROSSING,https://likeaword.github.io/borderlines2023/img/FILM2023-16.jpg,"17 Mar, Starts:17:00. Ends: 18:45 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
17-Mar-23,,purple,,,INLAND + FRIDTJOF RYDER & HENRY RICHMOND,https://likeaword.github.io/borderlines2023/img/FILM2023-36.jpg,"17 Mar, Starts:17:30. Ends: 19:12 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
17-Mar-23,,purple,,,EO,https://likeaword.github.io/borderlines2023/img/FILM2023-29.jpg,"17 Mar, Starts:17:45. Ends: 19:13 approx. Theme: other",The Courtyard Hereford,52.0610499,-2.7209511
17-Mar-23,,purple,,,THE MENU,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"17 Mar, Starts:19:30. Ends: 21:17 approx. Theme: other","Bromyard, Conquest Theatre",52.1907507,-2.5108662
17-Mar-23,,purple,,,THE BANSHEES OF INISHERIN,https://likeaword.github.io/borderlines2023/img/FILM2023-8.jpg,"17 Mar, Starts:19:30. Ends: 21:24 approx. Theme: other",Knighton Community Centre*,52.3431621,-3.0470515
17-Mar-23,,orange,,,UTAMA,https://likeaword.github.io/borderlines2023/img/FILM2023-61.jpg,"17 Mar, Starts:19:30. Ends: 20:57 approx. Theme: South America",Ledbury Market Theatre,52.03619018,-2.425489256
17-Mar-23,,purple,,,WOMEN TALKING (captioned),https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"17 Mar, Starts:19:30. Ends: 21:14 approx. Theme: other","Oswestry, Kinokulture",52.86067035,-3.056271217
17-Mar-23,,brown,,,THE EIGHT MOUNTAINS,https://likeaword.github.io/borderlines2023/img/FILM2023-27.jpg,"17 Mar, Starts:19:45. Ends: 22:12 approx. Theme: Land",Malvern Theatres,52.1103897,-2.3291562
17-Mar-23,,brown,,,GODLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-33.jpg,"17 Mar, Starts:20:00. Ends: 22:23 approx. Theme: Land",The Courtyard Hereford,52.0610499,-2.7209511
17-Mar-23,,green,,,OTHER PEOPLE'S CHILDREN,https://likeaword.github.io/borderlines2023/img/FILM2023-52.jpg,"17 Mar, Starts:20:00. Ends: 21:43 approx. Theme: Ties That Bind",The Courtyard Hereford,52.0610499,-2.7209511
17-Mar-23,,red,,,ALL THE BEAUTY AND THE BLOODSHED,https://likeaword.github.io/borderlines2023/img/FILM2023-4.jpg,"17 Mar, Starts:20:00. Ends: 21:56 approx. Theme: Talking Back",Malvern Theatres,52.1103897,-2.3291562
17-Mar-23,,purple,,,THE QUIET GIRL,https://likeaword.github.io/borderlines2023/img/FILM2023-59.jpg,"17 Mar, Starts:20:00. Ends: 21:35 approx. Theme: other",Presteigne Screen,52.2734231,-3.0084255
18-Mar-23,,purple,,,WOMEN TALKING,https://likeaword.github.io/borderlines2023/img/FILM2023-65.jpg,"18 Mar, Starts:11:00. Ends: 12:44 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
18-Mar-23,,brown,,,UNDER THE FIG TREES,https://likeaword.github.io/borderlines2023/img/FILM2023-61.jpg,"18 Mar, Starts:14:00. Ends: 15:32 approx. Theme: Land",Ludlow Assembly Rooms,52.3671434,-2.7229135
18-Mar-23,,purple,,,BUCK AND THE PREACHER,https://likeaword.github.io/borderlines2023/img/FILM2023-15.jpg,"18 Mar, Starts:14:00. Ends: 15:42 approx. Theme: other",Malvern Theatres,52.1103897,-2.3291562
18-Mar-23,,cyan,,,PIERROT LE FOU + CHRISTINA NEWLAND,https://likeaword.github.io/borderlines2023/img/FILM2023-53.jpg,"18 Mar, Starts:14:15. Ends: 16:25 approx. Theme: Alors…",The Courtyard Hereford,52.0610499,-2.7209511
18-Mar-23,,purple,,,DECISION TO LEAVE,https://likeaword.github.io/borderlines2023/img/FILM2023-25.jpg,"18 Mar, Starts:15:30. Ends: 17:49 approx. Theme: other",Brilley Village Hall,52.14167809,-3.078771917
